timestamp,gpu_memory_used_mb,gpu_utilization_pct,power_draw_w,temperature_c,process_rss_mb,elapsed_seconds
2026-07-26T04:43:25.365386+00:00,4.0,0.0,50.64,32.0,656.3515625,0.26894835010170937
2026-07-26T04:43:25.747399+00:00,4.0,0.0,50.66,32.0,658.4140625,0.6509614661335945
2026-07-26T04:43:26.052209+00:00,4.0,0.0,50.66,32.0,725.74609375,0.9557697996497154
2026-07-26T04:43:26.359282+00:00,4.0,0.0,50.6,32.0,760.03125,1.2628438882529736
2026-07-26T04:43:26.869207+00:00,4.0,0.0,50.6,32.0,826.953125,1.7727687880396843
2026-07-26T04:43:27.171782+00:00,4.0,0.0,50.61,32.0,865.53515625,2.075344417244196
2026-07-26T04:43:27.478746+00:00,4.0,0.0,50.62,32.0,872.2109375,2.382310524582863
2026-07-26T04:43:27.777895+00:00,905.0,5.0,58.14,33.0,1368.80078125,2.681451942771673
2026-07-26T04:43:28.076587+00:00,2251.0,10.0,67.21,33.0,2671.11328125,2.980151381343603
2026-07-26T04:43:28.510376+00:00,3597.0,10.0,76.82,33.0,958.93359375,3.4139387272298336
2026-07-26T04:43:28.837300+00:00,3677.0,1.0,81.06,33.0,1056.859375,3.7408636286854744
2026-07-26T04:43:29.189171+00:00,3837.0,1.0,80.86,33.0,1496.66796875,4.0927331037819386
2026-07-26T04:43:29.494247+00:00,4061.0,3.0,94.01,33.0,1755.734375,4.397810064256191
2026-07-26T04:43:29.791719+00:00,4061.0,40.0,100.82,33.0,1755.94140625,4.6952760480344296
2026-07-26T04:43:30.127050+00:00,4061.0,42.0,109.47,33.0,1756.0234375,5.030611913651228
2026-07-26T04:43:30.431257+00:00,4061.0,41.0,104.55,33.0,1756.0234375,5.334820494055748
2026-07-26T04:43:30.754372+00:00,4061.0,41.0,106.39,34.0,1756.0390625,5.6579344011843204
2026-07-26T04:43:31.079263+00:00,4061.0,43.0,106.36,34.0,1756.0703125,5.982826862484217
2026-07-26T04:43:31.383953+00:00,4061.0,43.0,106.47,34.0,1756.0703125,6.287515863776207
2026-07-26T04:43:31.712875+00:00,4061.0,41.0,106.74,34.0,1756.08984375,6.616437595337629
2026-07-26T04:43:32.019300+00:00,4061.0,40.0,107.11,34.0,1756.10546875,6.9228616543114185
2026-07-26T04:43:32.344222+00:00,4061.0,43.0,107.56,34.0,1756.10546875,7.247785348445177
2026-07-26T04:43:32.649647+00:00,4093.0,40.0,107.89,34.0,1756.3046875,7.553209491074085
2026-07-26T04:43:32.949284+00:00,4093.0,41.0,108.16,34.0,1756.3046875,7.852848190814257
2026-07-26T04:43:33.249075+00:00,4093.0,41.0,108.63,34.0,1756.3125,8.152638267725706
2026-07-26T04:43:33.549381+00:00,4093.0,44.0,109.01,34.0,1756.33203125,8.452943868935108
2026-07-26T04:43:33.898293+00:00,4093.0,42.0,109.8,34.0,1756.33203125,8.80185603350401
2026-07-26T04:43:34.200439+00:00,4093.0,42.0,110.12,34.0,1756.34375,9.104002382606268
2026-07-26T04:43:34.527261+00:00,4123.0,45.0,110.37,34.0,1756.35546875,9.430824026465416
2026-07-26T04:43:34.835082+00:00,4123.0,15.0,108.69,34.0,1767.6796875,9.738644663244486
2026-07-26T04:43:35.154295+00:00,5827.0,44.0,125.25,36.0,1837.6875,10.057858359068632
2026-07-26T04:43:35.457832+00:00,5829.0,68.0,154.46,36.0,1837.90625,10.361394673585892
2026-07-26T04:43:35.763591+00:00,5849.0,12.0,175.62,36.0,1912.875,10.66715270280838
2026-07-26T04:43:36.099686+00:00,5849.0,40.0,165.69,35.0,1912.90234375,11.003248993307352
2026-07-26T04:43:36.428952+00:00,5849.0,41.0,132.4,35.0,1912.91796875,11.332514457404613
2026-07-26T04:43:36.754136+00:00,5849.0,40.0,112.15,35.0,1912.91796875,11.657699696719646
2026-07-26T04:43:37.051612+00:00,5849.0,41.0,106.14,35.0,1912.94140625,11.955175284296274
2026-07-26T04:43:37.352250+00:00,5849.0,41.0,106.96,35.0,1912.96484375,12.255813375115395
2026-07-26T04:43:37.704562+00:00,5849.0,42.0,107.14,35.0,1912.96484375,12.608125116676092
2026-07-26T04:43:38.008407+00:00,5849.0,40.0,107.31,35.0,1912.98828125,12.911969915032387
2026-07-26T04:43:38.313583+00:00,5849.0,42.0,106.97,35.0,1912.98828125,13.21713712438941
2026-07-26T04:43:38.619761+00:00,5849.0,42.0,107.3,35.0,1912.98828125,13.523323599249125
2026-07-26T04:43:38.942757+00:00,5849.0,43.0,108.1,35.0,1913.0078125,13.846314441412687
2026-07-26T04:43:39.272000+00:00,5849.0,42.0,108.46,35.0,1913.0078125,14.175562757998705
2026-07-26T04:43:39.554207+00:00,5849.0,42.0,108.55,35.0,1913.0078125,14.457769583910704
2026-07-26T04:43:39.876364+00:00,5849.0,43.0,108.68,35.0,1913.02734375,14.779928382486105
2026-07-26T04:43:40.154859+00:00,5849.0,42.0,109.0,35.0,1913.02734375,15.058421932160854
2026-07-26T04:43:40.479883+00:00,5849.0,42.0,109.9,35.0,1913.03515625,15.383445598185062
2026-07-26T04:43:40.760387+00:00,5849.0,42.0,110.4,35.0,1913.046875,15.663949631154537
2026-07-26T04:43:41.041547+00:00,5849.0,41.0,110.59,35.0,1913.046875,15.945108976215124
2026-07-26T04:43:41.368522+00:00,5849.0,42.0,110.72,35.0,1913.0625,16.27208497002721
2026-07-26T04:43:41.717921+00:00,5851.0,42.0,113.43,35.0,1915.80859375,16.621479630470276
2026-07-26T04:43:42.023552+00:00,7453.0,59.0,137.86,37.0,1917.015625,16.9271149225533
2026-07-26T04:43:42.330376+00:00,7453.0,64.0,164.88,37.0,1917.015625,17.23393965512514
2026-07-26T04:43:42.634243+00:00,7453.0,39.0,176.49,36.0,1917.98828125,17.537806142121553
2026-07-26T04:43:42.937818+00:00,7453.0,39.0,154.81,35.0,1917.98828125,17.841380320489407
2026-07-26T04:43:43.239989+00:00,7453.0,39.0,129.65,35.0,1917.99609375,18.143552914261818
2026-07-26T04:43:43.567916+00:00,7453.0,41.0,107.0,35.0,1918.01171875,18.471478909254074
2026-07-26T04:43:43.875244+00:00,7453.0,42.0,107.31,35.0,1918.01171875,18.77880796790123
2026-07-26T04:43:44.222820+00:00,7453.0,42.0,107.17,35.0,1918.01171875,19.126383632421494
2026-07-26T04:43:44.505581+00:00,7453.0,41.0,107.18,35.0,1918.015625,19.40914459526539
2026-07-26T04:43:44.808369+00:00,7453.0,43.0,107.11,35.0,1918.015625,19.71193253621459
2026-07-26T04:43:45.112853+00:00,7453.0,42.0,107.53,35.0,1918.01953125,20.016415659338236
2026-07-26T04:43:45.417951+00:00,7453.0,42.0,107.96,35.0,1918.02734375,20.321514174342155
2026-07-26T04:43:45.700282+00:00,7453.0,43.0,108.59,35.0,1918.02734375,20.603845447301865
2026-07-26T04:43:46.018878+00:00,7453.0,43.0,108.95,36.0,1918.0390625,20.922441564500332
2026-07-26T04:43:46.321497+00:00,7453.0,42.0,109.18,36.0,1918.0390625,21.225060246884823
2026-07-26T04:43:46.625749+00:00,7453.0,43.0,109.17,36.0,1918.0390625,21.529311928898096
2026-07-26T04:43:46.928154+00:00,7453.0,39.0,109.39,36.0,1918.0546875,21.8317148424685
2026-07-26T04:43:47.252216+00:00,7453.0,43.0,109.74,36.0,1918.0546875,22.15577047690749
2026-07-26T04:43:47.575980+00:00,7453.0,42.0,110.02,36.0,1918.0546875,22.479542892426252
2026-07-26T04:43:47.880498+00:00,7453.0,44.0,110.29,36.0,1918.25390625,22.78406073525548
2026-07-26T04:43:48.201250+00:00,7453.0,47.0,132.3,37.0,1919.828125,23.104811415076256
2026-07-26T04:43:48.525376+00:00,7453.0,48.0,159.14,38.0,1919.828125,23.42893197759986
2026-07-26T04:43:48.850971+00:00,7453.0,41.0,170.54,36.0,1920.55078125,23.75453346595168
2026-07-26T04:43:49.152519+00:00,7453.0,39.0,153.39,36.0,1920.55078125,24.056081999093294
2026-07-26T04:43:49.458251+00:00,7453.0,39.0,125.42,36.0,1920.55078125,24.36181455478072
2026-07-26T04:43:49.742837+00:00,7453.0,41.0,106.45,36.0,1920.56640625,24.646400816738605
2026-07-26T04:43:50.108234+00:00,7453.0,40.0,106.61,36.0,1920.57421875,25.0117970071733
2026-07-26T04:43:50.418619+00:00,7453.0,42.0,107.27,36.0,1920.57421875,25.32218211889267
2026-07-26T04:43:50.744192+00:00,7453.0,41.0,107.54,36.0,1920.578125,25.647754915058613
2026-07-26T04:43:51.092475+00:00,7453.0,42.0,107.84,36.0,1920.578125,25.996037919074297
2026-07-26T04:43:51.397348+00:00,7453.0,41.0,107.73,36.0,1920.578125,26.300910223275423
2026-07-26T04:43:51.678645+00:00,7453.0,41.0,108.09,36.0,1920.58984375,26.58220825344324
2026-07-26T04:43:51.963764+00:00,7453.0,43.0,108.14,36.0,1920.58984375,26.867327220737934
2026-07-26T04:43:52.307036+00:00,7453.0,44.0,108.7,36.0,1920.59765625,27.21059900522232
2026-07-26T04:43:52.608801+00:00,7453.0,42.0,109.23,36.0,1920.59765625,27.512364331632853
2026-07-26T04:43:52.913687+00:00,7453.0,42.0,109.43,36.0,1920.59765625,27.817249167710543
2026-07-26T04:43:53.240062+00:00,7453.0,40.0,109.67,36.0,1920.609375,28.143624264746904
2026-07-26T04:43:53.592635+00:00,7453.0,42.0,110.37,36.0,1920.609375,28.496197413653135
2026-07-26T04:43:53.895739+00:00,7453.0,44.0,111.02,36.0,1920.6171875,28.799301732331514
2026-07-26T04:43:54.200506+00:00,7453.0,44.0,111.64,36.0,1920.6328125,29.104069836437702
2026-07-26T04:43:54.506194+00:00,7453.0,44.0,112.47,36.0,1920.6328125,29.409758057445288
2026-07-26T04:43:54.832811+00:00,7453.0,41.0,112.32,36.0,1920.67578125,29.736374359577894
2026-07-26T04:43:55.135916+00:00,7453.0,42.0,112.75,36.0,1920.67578125,30.03947949036956
2026-07-26T04:43:55.441380+00:00,7453.0,43.0,112.93,36.0,1920.67578125,30.344940558075905
2026-07-26T04:43:55.768926+00:00,7453.0,45.0,113.22,36.0,1920.69921875,30.67248945683241
2026-07-26T04:43:56.077627+00:00,9409.0,43.0,122.65,37.0,1922.4453125,30.981175553053617
2026-07-26T04:43:56.384180+00:00,9409.0,61.0,155.48,38.0,1922.4609375,31.287743415683508
2026-07-26T04:43:56.691180+00:00,9409.0,74.0,189.72,39.0,1922.70703125,31.594743199646473
2026-07-26T04:43:56.990564+00:00,9409.0,41.0,192.69,37.0,1922.70703125,31.894126765429974
2026-07-26T04:43:57.335935+00:00,9409.0,37.0,155.72,37.0,1922.70703125,32.23949712887406
2026-07-26T04:43:57.664226+00:00,9409.0,40.0,115.78,37.0,1922.71484375,32.56778920814395
2026-07-26T04:43:57.975497+00:00,9409.0,40.0,106.6,37.0,1922.71484375,32.87906092777848
2026-07-26T04:43:58.304380+00:00,9409.0,41.0,106.69,37.0,1922.71484375,33.207938719540834
2026-07-26T04:43:58.627970+00:00,9409.0,42.0,107.58,37.0,1922.71875,33.531532887369394
2026-07-26T04:43:58.959232+00:00,9409.0,41.0,107.79,37.0,1922.7265625,33.86279497668147
2026-07-26T04:43:59.259770+00:00,9409.0,42.0,108.34,37.0,1922.7265625,34.16333386301994
2026-07-26T04:43:59.565727+00:00,9409.0,42.0,108.8,37.0,1922.734375,34.46928905695677
2026-07-26T04:43:59.889937+00:00,9409.0,40.0,108.83,37.0,1922.734375,34.7935001924634
2026-07-26T04:44:00.214408+00:00,9409.0,41.0,109.18,37.0,1922.75,35.1179705709219
2026-07-26T04:44:00.496032+00:00,9409.0,42.0,109.37,37.0,1922.75,35.39959478378296
2026-07-26T04:44:00.799762+00:00,9409.0,41.0,109.62,37.0,1922.75,35.70332549512386
2026-07-26T04:44:01.104769+00:00,9409.0,43.0,109.96,37.0,1922.76171875,36.00833206623793
2026-07-26T04:44:01.410000+00:00,9409.0,49.0,120.48,38.0,1925.00390625,36.31356320157647
2026-07-26T04:44:01.710568+00:00,9409.0,55.0,146.11,39.0,1925.01953125,36.61413102224469
2026-07-26T04:44:02.043400+00:00,10645.0,93.0,181.35,40.0,1927.3359375,36.94696335494518
2026-07-26T04:44:02.327758+00:00,10645.0,99.0,221.48,40.0,1927.3359375,37.231321044266224
2026-07-26T04:44:02.634289+00:00,10645.0,54.0,206.93,38.0,1927.3359375,37.53785223886371
2026-07-26T04:44:02.915241+00:00,10645.0,55.0,196.75,38.0,1927.3359375,37.81880496814847
2026-07-26T04:44:03.239193+00:00,10645.0,53.0,142.67,38.0,1927.33984375,38.14275583997369
2026-07-26T04:44:03.583471+00:00,10645.0,58.0,144.08,38.0,1927.33984375,38.487034630030394
2026-07-26T04:44:03.888029+00:00,10645.0,55.0,144.74,38.0,1927.3515625,38.7915920317173
2026-07-26T04:44:04.216955+00:00,10645.0,57.0,145.25,38.0,1927.3515625,39.12051794677973
2026-07-26T04:44:04.545505+00:00,10645.0,54.0,144.63,38.0,1927.3515625,39.449067290872335
2026-07-26T04:44:04.848466+00:00,10645.0,56.0,145.23,38.0,1927.3515625,39.752028461545706
2026-07-26T04:44:05.173840+00:00,10645.0,57.0,145.85,38.0,1927.3515625,40.077402014285326
2026-07-26T04:44:05.500687+00:00,10645.0,48.0,144.23,38.0,1927.3515625,40.40424908697605
2026-07-26T04:44:05.802601+00:00,10645.0,49.0,140.98,38.0,1927.3515625,40.70616343617439
2026-07-26T04:44:06.104406+00:00,10645.0,55.0,140.76,38.0,1927.35546875,41.007967598736286
2026-07-26T04:44:06.410321+00:00,10645.0,55.0,140.46,38.0,1927.5390625,41.313884783536196
2026-07-26T04:44:06.693319+00:00,10645.0,57.0,146.26,38.0,1927.54296875,41.59688289090991
2026-07-26T04:44:07.018861+00:00,10645.0,54.0,146.49,38.0,1927.54296875,41.92241444811225
2026-07-26T04:44:07.347213+00:00,10645.0,55.0,147.3,38.0,1927.54296875,42.25077687203884
2026-07-26T04:44:07.670742+00:00,10645.0,44.0,143.68,38.0,1928.1796875,42.57430512830615
2026-07-26T04:44:07.978293+00:00,10645.0,100.0,186.88,41.0,1929.14453125,42.88185364753008
2026-07-26T04:44:08.303015+00:00,10645.0,100.0,235.3,42.0,1929.14453125,43.20657803118229
2026-07-26T04:44:08.653250+00:00,10645.0,100.0,297.02,42.0,1929.14453125,43.55681360140443
2026-07-26T04:44:08.960247+00:00,10645.0,100.0,304.36,42.0,1929.14453125,43.86380257830024
2026-07-26T04:44:09.286899+00:00,10645.0,40.0,257.75,39.0,1930.45703125,44.19046250358224
