update,optimizer_step,global_step,microsteps,cumulative_completions,generated_tokens,cumulative_generated_tokens,reward_mean,reward_std,reward_variance,canonical_pass_rate,format_accuracy,valid_answer_rate,parseable_rate,loss,total_loss,entropy,entropy_raw_metric_key,grad_norm,grad_norm_available,learning_rate,kl,kl_available,kl_unavailable_reason,ratio_mean,ratio_available,ratio_reason,ratio_variance,ratio_variance_available,ratio_variance_reason,clip_fraction,clip_fraction_available,clip_fraction_raw_key,completion_length_mean,eos_rate,truncation_rate,completion_duplicate_rate,unique_completion_rate,zero_advantage_group_count,zero_advantage_fraction
56,56,56,224,896,1699,85006,0.371875,0.36825973765129416,0.135615234375,0.25,0.8125,0.875,0.8125,-0.0896,-0.0896,0.24981620907783508,entropy,0.29278022050857544,True,5.7031250000000006e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,106.1875,1.0,0.0,0.0,1.0,1,0.25
57,57,57,228,912,1864,86870,0.428125,0.38889617428691686,0.151240234375,0.3125,0.875,0.875,0.8125,0.0289,0.0289,0.18415652588009834,entropy,0.3337988555431366,True,5.625e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,116.5,1.0,0.0,0.0,1.0,0,0.0
58,58,58,232,928,1675,88545,0.309375,0.3401372654899783,0.115693359375,0.1875,0.75,0.8125,0.75,-0.0456,-0.0456,0.2100479118525982,entropy,0.4019881784915924,True,5.546875e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,104.6875,1.0,0.0,0.0,1.0,1,0.25
59,59,59,236,944,2039,90584,0.4625,0.41814321709194324,0.17484375,0.375,1.0,0.625,0.625,-0.0214,-0.0214,0.27452364563941956,entropy,0.47675183415412903,True,5.468750000000001e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,127.4375,0.9375,0.0625,0.0,1.0,0,0.0
60,60,60,240,960,1931,92515,0.215625,0.21044502696666414,0.044287109375,0.0625,0.875,0.75,0.6875,-0.0271,-0.0271,0.3066123053431511,entropy,0.35055938363075256,True,5.390625000000001e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,120.6875,1.0,0.0,0.0,1.0,0,0.0
61,61,61,244,976,1613,94128,0.371875,0.36655863702141844,0.134365234375,0.25,0.875,0.8125,0.75,-0.0617,-0.0617,0.34097548574209213,entropy,0.36047616600990295,True,5.3125e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,100.8125,1.0,0.0,0.0,1.0,1,0.25
62,62,62,248,992,2119,96247,0.21250000000000002,0.21469455046647085,0.04609375,0.0625,0.875,0.75,0.75,0.0329,0.0329,0.26990877464413643,entropy,0.5284481048583984,True,5.234375e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,132.4375,0.9375,0.0625,0.0,1.0,0,0.0
63,63,63,252,1008,1646,97893,0.68125,0.4126420210061016,0.17027343749999999,0.625,1.0,0.8125,0.8125,-0.0759,-0.0759,0.27047041803598404,entropy,0.6958747506141663,True,5.156250000000001e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,102.875,1.0,0.0,0.0,1.0,1,0.25
64,64,64,256,1024,1526,99419,0.475,0.4088856808449031,0.1671875,0.375,0.875,0.8125,0.75,0.0027,0.0027,0.23050980269908905,entropy,0.3790893852710724,True,5.078125000000001e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,95.375,1.0,0.0,0.0,1.0,2,0.5
65,65,65,260,1040,1617,101036,0.4,0.34641016151377546,0.12,0.25,1.0,1.0,1.0,-0.0155,-0.0155,0.23473487421870232,entropy,0.30072692036628723,True,5e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,101.0625,1.0,0.0,0.0,1.0,2,0.5
66,66,66,264,1056,2246,103282,0.48125,0.40499807098306034,0.1640234375,0.375,0.9375,0.875,0.875,0.1015,0.1015,0.23387080803513527,entropy,0.3048989772796631,True,4.921875e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,140.375,0.9375,0.0625,0.0,1.0,0,0.0
67,67,67,268,1072,1845,105127,0.375,0.3648629879831606,0.133125,0.25,0.9375,0.8125,0.8125,0.0352,0.0352,0.24467359855771065,entropy,0.34220829606056213,True,4.84375e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,115.3125,1.0,0.0,0.0,1.0,0,0.0
68,68,68,272,1088,1785,106912,0.421875,0.3916985248568087,0.15342773437499999,0.3125,0.9375,0.75,0.6875,-0.0889,-0.0889,0.3106907084584236,entropy,0.46831342577934265,True,4.765625000000001e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,111.5625,1.0,0.0,0.0,1.0,2,0.5
69,69,69,276,1104,1716,108628,0.24375000000000002,0.19675095298371492,0.0387109375,0.0625,1.0,0.9375,0.9375,-0.0283,-0.0283,0.35422810167074203,entropy,0.3441306948661804,True,4.6875000000000004e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,107.25,1.0,0.0,0.0,1.0,2,0.5
70,70,70,280,1120,1996,110624,0.23750000000000002,0.20039024427351745,0.04015625,0.0625,0.875,0.9375,0.875,-0.025,-0.025,0.3167544826865196,entropy,0.4138532876968384,True,4.609375e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,124.75,1.0,0.0,0.0,1.0,1,0.25
71,71,71,284,1136,1496,112120,0.390625,0.35276530353054847,0.12444335937499999,0.25,0.9375,0.9375,0.875,-0.1049,-0.1049,0.3000185787677765,entropy,0.48121196031570435,True,4.53125e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,93.5,1.0,0.0,0.0,1.0,1,0.25
72,72,72,288,1152,1938,114058,0.5375,0.41060169264142105,0.16859375,0.4375,0.9375,0.9375,0.9375,0.0109,0.0109,0.26508546993136406,entropy,0.8680167198181152,True,4.453125000000001e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,121.125,0.9375,0.0625,0.0,1.0,2,0.5
73,73,73,292,1168,1885,115943,0.471875,0.4115400762683994,0.169365234375,0.375,0.9375,0.75,0.75,0.0454,0.0454,0.27881645783782005,entropy,0.22025585174560547,True,4.3750000000000005e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,117.8125,1.0,0.0,0.0,1.0,2,0.5
74,74,74,296,1184,1623,117566,0.490625,0.39537116659539046,0.156318359375,0.375,0.9375,0.9375,0.875,-0.0497,-0.0497,0.2624053955078125,entropy,0.444820761680603,True,4.296875e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,101.4375,1.0,0.0,0.0,1.0,0,0.0
75,75,75,300,1200,2502,120068,0.29375,0.3477045261425281,0.1208984375,0.1875,0.6875,0.6875,0.625,0.043,0.043,0.22561942413449287,entropy,0.3608604073524475,True,4.21875e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,156.375,0.875,0.125,0.0,1.0,0,0.0
76,76,76,304,1216,1405,121473,0.178125,0.05294085733155443,0.0028027343750000005,0.0,0.875,0.875,0.8125,0.1009,0.1009,0.30445440486073494,entropy,0.517540454864502,True,4.140625000000001e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,87.8125,1.0,0.0,0.0,1.0,2,0.5
77,77,77,308,1232,1677,123150,0.371875,0.36825973765129416,0.135615234375,0.25,0.8125,0.875,0.8125,0.0162,0.0162,0.41379301249980927,entropy,0.4049232602119446,True,4.0625000000000005e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,104.8125,1.0,0.0,0.0,1.0,1,0.25
78,78,78,312,1248,2968,126118,0.284375,0.3525437694457243,0.124287109375,0.1875,0.6875,0.625,0.5625,0.0467,0.0467,0.19856664910912514,entropy,0.1761629581451416,True,3.984375e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,185.5,0.75,0.25,0.0,1.0,1,0.25
79,79,79,316,1264,1937,128055,0.384375,0.3586950088515311,0.128662109375,0.25,0.875,0.9375,0.875,0.1087,0.1087,0.27174223586916924,entropy,0.6272891759872437,True,3.90625e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,121.0625,0.9375,0.0625,0.0,1.0,1,0.25
80,80,80,320,1280,2382,130437,0.38125000000000003,0.36093411794952274,0.1302734375,0.25,0.9375,0.875,0.875,0.0127,0.0127,0.33328868448734283,entropy,0.19533845782279968,True,3.828125000000001e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,148.875,1.0,0.0,0.0,1.0,1,0.25
81,81,81,324,1296,2089,132526,0.425,0.3913118960624632,0.15312499999999998,0.3125,0.9375,0.8125,0.8125,-0.0266,-0.0266,0.24964284896850586,entropy,0.31117871403694153,True,3.7500000000000005e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,130.5625,1.0,0.0,0.0,1.0,1,0.25
82,82,82,328,1312,2065,134591,0.55,0.45552167895721496,0.2075,0.5,0.75,0.75,0.75,-0.0499,-0.0499,0.2215266041457653,entropy,0.5017189979553223,True,3.6718750000000003e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,129.0625,0.8125,0.1875,0.0,1.0,1,0.25
83,83,83,332,1328,1671,136262,0.30625,0.3376735664810025,0.1140234375,0.1875,0.875,0.625,0.625,0.0488,0.0488,0.26055749878287315,entropy,0.6529285907745361,True,3.59375e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,104.4375,1.0,0.0,0.0,1.0,1,0.25
84,84,84,336,1344,1954,138216,0.465625,0.4185983867324383,0.175224609375,0.375,0.8125,0.8125,0.75,-0.0561,-0.0561,0.2463107667863369,entropy,0.3415220081806183,True,3.5156250000000003e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,122.125,0.9375,0.0625,0.0,1.0,0,0.0
85,85,85,340,1360,1328,139544,0.63125,0.4208900539333283,0.1771484375,0.5625,0.9375,0.875,0.875,-0.003,-0.003,0.29409314319491386,entropy,0.3328205347061157,True,3.4375e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,83.0,1.0,0.0,0.0625,0.9375,2,0.5
86,86,86,344,1376,2259,141803,0.16875,0.2276750700010873,0.0518359375,0.0625,0.625,0.5,0.375,-0.0045,-0.0045,0.20050222799181938,entropy,0.21135041117668152,True,3.3593750000000003e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,141.1875,0.75,0.25,0.0,1.0,1,0.25
87,87,87,348,1392,2031,143834,0.44375,0.37536440627741996,0.1408984375,0.3125,0.875,1.0,0.875,0.0968,0.0968,0.3181358128786087,entropy,0.8129844069480896,True,3.28125e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,126.9375,1.0,0.0,0.0,1.0,0,0.0
88,88,88,352,1408,1878,145712,0.33437500000000003,0.3234186286765189,0.104599609375,0.1875,0.875,0.9375,0.875,0.1464,0.1464,0.2723730392754078,entropy,0.2883155345916748,True,3.2031250000000004e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,117.375,0.9375,0.0625,0.0,1.0,1,0.25
89,89,89,356,1424,1571,147283,0.29375,0.2680222705298946,0.0718359375,0.125,1.0,0.9375,0.9375,-0.0377,-0.0377,0.3627079799771309,entropy,0.22773361206054688,True,3.125e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,98.1875,1.0,0.0,0.0,1.0,2,0.5
90,90,90,360,1440,1902,149185,0.328125,0.3249849756142582,0.10561523437499999,0.1875,0.9375,0.8125,0.75,0.0003,0.0003,0.28061680123209953,entropy,0.47576355934143066,True,3.0468750000000004e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,118.875,1.0,0.0,0.0,1.0,1,0.25
91,91,91,364,1456,2583,151768,0.475,0.4115519408288582,0.169375,0.375,0.875,0.875,0.875,0.0279,0.0279,0.24075349606573582,entropy,0.1939600110054016,True,2.96875e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,161.4375,0.875,0.125,0.0,1.0,1,0.25
92,92,92,368,1472,1378,153146,0.7,0.3872983346207417,0.15,0.625,1.0,1.0,1.0,-0.0715,-0.0715,0.22220533341169357,entropy,0.2934321463108063,True,2.8906250000000004e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,86.125,1.0,0.0,0.0,1.0,2,0.5
93,93,93,372,1488,1599,154745,0.4875,0.3978457615709887,0.15828124999999998,0.375,0.875,0.9375,0.8125,-0.0255,-0.0255,0.28583498299121857,entropy,0.4085101783275604,True,2.8125e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,99.9375,1.0,0.0,0.0,1.0,0,0.0
94,94,94,376,1504,2334,157079,0.6,0.4,0.16,0.5,1.0,1.0,1.0,-0.0373,-0.0373,0.2534809522330761,entropy,0.17434599995613098,True,2.7343750000000004e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,145.875,1.0,0.0,0.0,1.0,2,0.5
95,95,95,380,1520,1885,158964,0.41875,0.3960251728110222,0.1568359375,0.3125,0.8125,0.8125,0.75,-0.0117,-0.0117,0.33045193552970886,entropy,0.6437795758247375,True,2.65625e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,117.8125,1.0,0.0,0.0,1.0,1,0.25
96,96,96,384,1536,2165,161129,0.240625,0.19702375332685143,0.038818359375,0.0625,0.8125,1.0,0.8125,0.0842,0.0842,0.31450532749295235,entropy,0.4798722565174103,True,2.5781250000000004e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,135.3125,1.0,0.0,0.0,1.0,1,0.25
97,97,97,388,1552,2564,163693,0.15625,0.07680128579652817,0.005898437500000001,0.0,0.6875,0.8125,0.6875,0.1674,0.1674,0.2679210938513279,entropy,0.29768437147140503,True,2.5e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,160.25,0.875,0.125,0.0,1.0,0,0.0
98,98,98,392,1568,2310,166003,0.6,0.4,0.16,0.5,1.0,1.0,1.0,0.0457,0.0457,0.22650554776191711,entropy,0.342896968126297,True,2.421875e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,144.375,1.0,0.0,0.0,1.0,2,0.5
99,99,99,396,1584,1814,167817,0.325,0.3960744879438715,0.156875,0.25,0.75,0.5,0.5,0.0,0.0,0.3372238129377365,entropy,0.0,True,2.3437500000000002e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,113.375,0.8125,0.1875,0.125,0.875,4,1.0
100,100,100,400,1600,1768,169585,0.45,0.37080992435478316,0.13749999999999998,0.3125,1.0,1.0,1.0,-0.0567,-0.0567,0.20170621946454048,entropy,0.2312018871307373,True,2.265625e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,110.5,1.0,0.0,0.0,1.0,2,0.5
101,101,101,404,1616,1567,171152,0.39375,0.3508360550171547,0.12308593749999999,0.25,1.0,0.9375,0.9375,-0.0252,-0.0252,0.3169578127563,entropy,0.35094818472862244,True,2.1875000000000002e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,97.9375,1.0,0.0,0.0,1.0,3,0.75
102,102,102,408,1632,2015,173167,0.3875,0.35685256059050496,0.12734375,0.25,0.9375,0.9375,0.9375,-0.0067,-0.0067,0.2206115536391735,entropy,0.22275671362876892,True,2.109375e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,125.9375,0.9375,0.0625,0.0,1.0,1,0.25
103,103,103,412,1648,1517,174684,0.421875,0.3916985248568087,0.15342773437499999,0.3125,0.9375,0.75,0.6875,0.0071,0.0071,0.2843809425830841,entropy,0.3003801107406616,True,2.0312500000000002e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,94.8125,1.0,0.0,0.0,1.0,3,0.75
104,104,104,416,1664,2672,177356,0.33125,0.39483976180217717,0.1558984375,0.25,0.6875,0.625,0.625,0.0706,0.0706,0.37607990205287933,entropy,0.32444244623184204,True,1.953125e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,167.0,0.8125,0.1875,0.0,1.0,0,0.0
105,105,105,420,1680,2142,179498,0.26875,0.28442650632456884,0.0808984375,0.125,0.875,0.8125,0.8125,0.0225,0.0225,0.30628552287817,entropy,0.1913978010416031,True,1.8750000000000003e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,133.875,1.0,0.0,0.0,1.0,2,0.5
106,106,106,424,1696,2519,182017,0.24375,0.2973187473066574,0.0883984375,0.125,0.625,0.75,0.625,-0.0769,-0.0769,0.3433532118797302,entropy,0.3634565770626068,True,1.796875e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,157.4375,0.9375,0.0625,0.0,1.0,0,0.0
107,107,107,428,1712,1484,183501,0.540625,0.4055161641352907,0.164443359375,0.4375,0.8125,1.0,0.8125,0.0364,0.0364,0.19080011174082756,entropy,0.5154862999916077,True,1.71875e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,92.75,1.0,0.0,0.0,1.0,1,0.25
108,108,108,432,1728,2027,185528,0.3875,0.35685256059050496,0.12734375,0.25,0.9375,0.9375,0.9375,0.1062,0.1062,0.2433135248720646,entropy,0.15601512789726257,True,1.640625e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,126.6875,0.9375,0.0625,0.0,1.0,3,0.75
109,109,109,436,1744,2356,187884,0.4125,0.4013648589500581,0.16109375,0.3125,0.875,0.75,0.75,-0.0007,-0.0007,0.2538064382970333,entropy,0.3189072608947754,True,1.5625e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,147.25,1.0,0.0,0.0,1.0,1,0.25
110,110,110,440,1760,2533,190417,0.325,0.33071891388307384,0.109375,0.1875,0.875,0.875,0.875,0.1066,0.1066,0.2914782017469406,entropy,0.2993500232696533,True,1.484375e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,158.3125,0.9375,0.0625,0.0,1.0,2,0.5
111,111,111,444,1776,1968,192385,0.578125,0.42425255965639147,0.179990234375,0.5,0.75,0.9375,0.75,0.1107,0.1107,0.23594314604997635,entropy,0.3151032626628876,True,1.40625e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,123.0,0.9375,0.0625,0.0,1.0,1,0.25
112,112,112,448,1792,1807,194192,0.384375,0.3586950088515311,0.128662109375,0.25,0.875,0.9375,0.875,0.1119,0.1119,0.2648782357573509,entropy,0.3622986376285553,True,1.328125e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,112.9375,0.9375,0.0625,0.0,1.0,2,0.5
113,113,113,452,1808,1629,195821,0.23750000000000002,0.19803724397193576,0.03921875,0.0625,0.75,1.0,0.75,-0.0192,-0.0192,0.31027863547205925,entropy,0.37824881076812744,True,1.25e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,101.8125,1.0,0.0,0.0,1.0,1,0.25
114,114,114,456,1824,1714,197535,0.5,0.3872983346207417,0.15,0.375,1.0,1.0,1.0,-0.0202,-0.0202,0.24857012555003166,entropy,0.17655403912067413,True,1.1718750000000001e-06,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,clip_ratio/region_mean,107.125,1.0,0.0,0.0,1.0,3,0.75
