run_id,completion_count,generated_tokens,model_adapter_load_time_seconds,model_adapter_load_time_available,model_adapter_load_time_reason,generation_wall_time_seconds,generation_wall_time_available,generation_wall_time_reason,evaluation_wall_time_seconds,tokens_per_second_over_evaluation_wall,pytorch_peak_allocated_mib,pytorch_peak_reserved_mib,nvidia_smi_peak_vram_mib,mean_gpu_utilization_pct,gpu_hours,cost_cny,post_process_gpu_memory_mib,post_process_compute_processes
ppo_final_formal_1p5b_seed42_20260721T022152Z,800,98018,null,False,runtime_monitor_does_not_separate_load_and_generation,null,False,runtime_monitor_does_not_separate_load_and_generation,3280.5019553489983,29.87896405310092,3107.32958984375,3322.0,3933.0,34.341714169381106,0.9112505431524995,8.091904823194197,0,0
