comparison,pool,problem_id,base_pass,grpo_pass,delta,transition
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:304,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:307,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:31,,1,1,ppo_fail_to_grpo_pass
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:310,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:311,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:312,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:313,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:316,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:318,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:33,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:336,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:341,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:342,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:345,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:35,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:350,,1,1,ppo_fail_to_grpo_pass
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:354,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:359,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:361,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:362,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:363,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:365,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:366,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:369,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:370,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:371,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:374,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:377,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:378,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:382,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:384,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:386,,1,1,ppo_fail_to_grpo_pass
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:387,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:390,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:391,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:393,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:394,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:395,,1,0,both_pass
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:397,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:398,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:402,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:403,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:404,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:406,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:410,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:413,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:415,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:416,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:422,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:429,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:432,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:434,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:435,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:437,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:440,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:445,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:447,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:448,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:449,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:452,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:455,,1,0,both_pass
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:456,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:457,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:460,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:461,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:463,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:468,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:472,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:474,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:476,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:48,,1,0,both_pass
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:480,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:482,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:483,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:486,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:487,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:493,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:496,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:499,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:50,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:51,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:52,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:53,,1,0,both_pass
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:58,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:6,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:62,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:63,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:64,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:65,,1,0,both_pass
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:70,,1,1,ppo_fail_to_grpo_pass
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:72,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:74,,0,-1,ppo_pass_to_grpo_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:77,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:78,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:79,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:8,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:80,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:84,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:86,,1,0,both_pass
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:87,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:9,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:93,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:94,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:95,,0,0,both_fail
ppo_vs_grpo,pass1,math:HuggingFaceH4/MATH-500:test:97,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:1009,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:1010,,1,1,ppo_fail_to_grpo_pass
ppo_vs_grpo,pass4,gsm8k:test:1012,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:1031,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:1041,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:106,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:1062,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:1094,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:1119,,0,-1,ppo_pass_to_grpo_fail
ppo_vs_grpo,pass4,gsm8k:test:114,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:1160,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:1184,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:1207,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:1266,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:1277,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:1300,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:180,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:197,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:229,,1,0,both_pass
ppo_vs_grpo,pass4,gsm8k:test:270,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:32,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:331,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:381,,1,0,both_pass
ppo_vs_grpo,pass4,gsm8k:test:440,,1,1,ppo_fail_to_grpo_pass
ppo_vs_grpo,pass4,gsm8k:test:459,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:463,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:488,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:505,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:510,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:512,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:525,,1,1,ppo_fail_to_grpo_pass
ppo_vs_grpo,pass4,gsm8k:test:53,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:534,,1,1,ppo_fail_to_grpo_pass
ppo_vs_grpo,pass4,gsm8k:test:566,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:649,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:668,,1,1,ppo_fail_to_grpo_pass
ppo_vs_grpo,pass4,gsm8k:test:674,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:686,,1,0,both_pass
ppo_vs_grpo,pass4,gsm8k:test:714,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:758,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:779,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:79,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:809,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:826,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:831,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:859,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:86,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:882,,0,0,both_fail
ppo_vs_grpo,pass4,gsm8k:test:917,,1,1,ppo_fail_to_grpo_pass
ppo_vs_grpo,pass4,gsm8k:test:927,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:105,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:134,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:144,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:156,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:163,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:164,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:167,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:170,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:18,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:198,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:201,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:215,,1,1,ppo_fail_to_grpo_pass
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:237,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:24,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:250,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:259,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:262,,1,0,both_pass
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:27,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:271,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:290,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:307,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:310,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:311,,0,-1,ppo_pass_to_grpo_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:313,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:336,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:345,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:363,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:371,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:386,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:391,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:393,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:410,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:413,,0,-1,ppo_pass_to_grpo_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:416,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:434,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:437,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:440,,1,1,ppo_fail_to_grpo_pass
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:448,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:456,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:461,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:476,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:482,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:499,,0,-1,ppo_pass_to_grpo_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:52,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:72,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:79,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:84,,1,1,ppo_fail_to_grpo_pass
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:86,,1,0,both_pass
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:93,,0,0,both_fail
ppo_vs_grpo,pass4,math:HuggingFaceH4/MATH-500:test:95,,0,0,both_fail
