seed,run_id,wall_time_seconds,gpu_hours,cost_cny,peak_vram_mb,resource_scope
42,ppo_formal_1p5b_seed42_composite_20260720T020928Z,1728.72025500983,0.4802000708360639,4.264176629024248,53151,training plus recovered validation
123,ppo_formal_1p5b_seed123_20260720T043732Z,1534.4384365230799,0.4262328990341889,3.7849481434235974,53821.0,training plus in-process validation
