seed,run_id,wall_time_seconds,gpu_hours,cost_cny,peak_vram_mb
42,grpo_formal_1p5b_seed42_20260720T031006Z,1189.818621493876,0.33050517263718776,2.9348859330182275,11209.0
123,grpo_formal_1p5b_seed123_20260720T035927Z,1113.9587404727936,0.30943298346466486,2.747764893166224,8741.0
