timestamp,gpu_memory_used_mb,gpu_utilization_pct,power_draw_w,temperature_c,process_rss_mb,elapsed_seconds
2026-07-20T04:37:34.208998+00:00,4.0,0.0,49.64,36.0,522.28125,0.24168718233704567
2026-07-20T04:37:34.534704+00:00,4.0,0.0,49.64,36.0,600.91796875,0.5673926621675491
2026-07-20T04:37:34.884587+00:00,4.0,0.0,49.64,36.0,618.89453125,0.9172763004899025
2026-07-20T04:37:35.188261+00:00,4.0,0.0,49.64,36.0,623.01953125,1.2209506332874298
2026-07-20T04:37:35.518003+00:00,4.0,0.0,49.64,36.0,658.64453125,1.550692018121481
2026-07-20T04:37:35.827703+00:00,4.0,0.0,49.65,36.0,660.26171875,1.8603933677077293
2026-07-20T04:37:36.109566+00:00,4.0,0.0,49.65,36.0,726.97265625,2.142255838960409
2026-07-20T04:37:36.481843+00:00,4.0,0.0,49.65,36.0,759.359375,2.5145319402217865
2026-07-20T04:37:36.998831+00:00,4.0,0.0,49.65,36.0,845.05859375,3.0315101109445095
2026-07-20T04:37:37.279006+00:00,4.0,0.0,49.65,36.0,857.171875,3.31169530749321
2026-07-20T04:37:37.668947+00:00,461.0,3.0,54.96,37.0,982.109375,3.7016374617815018
2026-07-20T04:37:37.961243+00:00,1561.0,9.0,64.06,37.0,2044.2890625,3.993932567536831
2026-07-20T04:37:38.283894+00:00,2935.0,9.0,73.31,37.0,3302.6015625,4.316583015024662
2026-07-20T04:37:38.597549+00:00,4043.0,2.0,79.96,38.0,1163.41796875,4.6302386075258255
2026-07-20T04:37:38.921903+00:00,5139.0,9.0,80.11,38.0,2441.60546875,4.954592201858759
2026-07-20T04:37:39.221429+00:00,6453.0,9.0,80.24,38.0,3649.29296875,5.254118859767914
2026-07-20T04:37:39.516107+00:00,6811.0,0.0,80.3,38.0,1073.6171875,5.548795882612467
2026-07-20T04:37:39.791220+00:00,6931.0,0.0,80.27,38.0,1443.11328125,5.823910679668188
2026-07-20T04:37:40.067874+00:00,6981.0,19.0,83.29,39.0,1755.09375,6.10056459903717
2026-07-20T04:37:40.363421+00:00,6983.0,36.0,87.44,39.0,1769.84765625,6.396102856844664
2026-07-20T04:37:40.639341+00:00,7005.0,36.0,92.04,39.0,1770.5234375,6.672031365334988
2026-07-20T04:37:40.949836+00:00,7025.0,35.0,97.13,39.0,1770.62109375,6.982526931911707
2026-07-20T04:37:41.247731+00:00,7045.0,36.0,97.21,39.0,1770.671875,7.2804220505058765
2026-07-20T04:37:41.546917+00:00,7085.0,36.0,97.38,40.0,1771.15234375,7.579607356339693
2026-07-20T04:37:41.839668+00:00,7109.0,37.0,97.53,40.0,1771.15234375,7.87235888466239
2026-07-20T04:37:42.130796+00:00,7129.0,37.0,97.71,40.0,1771.1640625,8.163486991077662
2026-07-20T04:37:42.445731+00:00,7149.0,36.0,97.97,40.0,1771.17578125,8.478421796113253
2026-07-20T04:37:42.720071+00:00,7169.0,37.0,98.12,40.0,1771.17578125,8.75276293233037
