algorithm,seed,run_id,wall_time_seconds,gpu_hours,cost_cny,peak_vram_mb
ppo,42,ppo_formal_1p5b_seed42_composite_20260720T020928Z,1728.72025500983,0.4802000708360639,4.264176629024248,53151
ppo,123,ppo_formal_1p5b_seed123_20260720T043732Z,1534.4384365230799,0.4262328990341889,3.7849481434235974,53821.0
grpo,42,grpo_formal_1p5b_seed42_20260720T031006Z,1189.818621493876,0.33050517263718776,2.9348859330182275,11209
grpo,123,grpo_formal_1p5b_seed123_20260720T035927Z,1113.958536523084,0.3094329268119678,2.747764790074276,8741
