run_id,completion_count,generated_tokens,model_adapter_load_time_seconds,model_adapter_load_time_available,model_adapter_load_time_reason,generation_wall_time_seconds,generation_wall_time_available,generation_wall_time_reason,evaluation_wall_time_seconds,tokens_per_second_over_evaluation_wall,pytorch_peak_allocated_mib,pytorch_peak_reserved_mib,nvidia_smi_peak_vram_mib,mean_gpu_utilization_pct,gpu_hours,cost_cny,post_process_gpu_memory_mib,post_process_compute_processes
grpo_final_formal_1p5b_seed42_20260721T034104Z,800,94288,,False,runtime_monitor_does_not_separate_load_and_generation,,False,runtime_monitor_does_not_separate_load_and_generation,3001.0504967793822,31.418331714573426,3107.32958984375,3322.0,3933.0,35.626782531194294,0.8336251379942728,7.402591225389144,0,0
