step,reward,policy_loss,value_loss,kl,entropy,correctness,format_accuracy,parse_success_rate,cumulative_generated_tokens,mean_completion_length
1,0.08750000000000001,-0.003038088558241725,24.101951599121094,0.0792231559753418,0.16412295401096344,0.0,0.5,0.5,141,35.25
